City ID,City Name,Country Code,Latitude,Longitude,Temperature(°F),Humidity(%),Cloudiness(%),Wind Speed (mph)
2127202,Anadyr,RU,64.73,177.51,-4.01,76,0,11.18
3687975,Calamar,CO,1.96,-72.65,96.52,25,32,5.73
5367788,Lompoc,US,34.64,-120.46,54.82,54,20,14.99
4031637,Lavrentiya,RU,65.58,-170.99,10.93,100,68,19.6
4252975,Barrow,US,39.51,-90.4,38.8,100,90,6.93
4032243,Vaini,TO,-21.2,-175.2,78.8,83,20,3.36
3833367,Ushuaia,AR,-54.81,-68.31,56.57,62,20,21.92
3386213,Touros,BR,-5.2,-35.46,76.32,100,80,6.62
1015776,Bredasdorp,ZA,-34.53,20.04,69.8,83,32,4.7
986717,Kruisfontein,ZA,-34.0,24.73,67.27,85,0,7.52
2630299,Hofn,IS,64.25,-15.21,32.0,100,75,3.36
893697,Chinhoyi,ZW,-17.36,30.19,65.25,97,68,3.6
1504382,Kargasok,RU,59.06,80.87,16.87,86,76,6.4
4031574,Provideniya,RU,64.42,-173.23,19.03,100,36,28.43
3932145,Pisco,PE,-13.71,-76.2,73.4,78,0,12.75
2110227,Butaritari,KI,3.07,172.79,82.35,100,76,13.11
2449893,Tessalit,ML,20.2,1.01,66.1,29,32,6.73
287832,Ibra,OM,22.69,58.55,61.96,82,0,2.48
6167817,Torbay,CA,47.66,-52.73,19.4,62,20,21.92
3382160,Cayenne,GF,4.94,-52.33,77.0,88,90,6.93
2450173,Taoudenni,ML,22.68,-3.98,58.54,28,0,6.96
1058080,Nosy Varika,MG,-20.58,48.53,77.98,100,68,3.38
3572627,Cockburn Town,BS,24.03,-74.52,73.35,100,100,21.83
5882953,Aklavik,CA,68.22,-135.01,14.59,85,90,2.24
2090021,Namatanai,PG,-3.66,152.44,82.39,100,0,3.94
3652764,Puerto Ayora,EC,-0.74,-90.35,86.0,62,20,14.99
2299233,Kpandu,GH,7.0,0.29,81.45,69,48,5.39
5312476,Safford,US,32.83,-109.71,51.8,20,1,6.17
2015306,Tiksi,RU,71.64,128.87,-25.79,39,36,1.7
2304548,Anloga,GH,5.79,0.9,82.4,83,20,13.87
2508813,Adrar,DZ,27.87,-0.29,66.2,17,0,5.82
1496100,Ordynskoye,RU,54.37,81.9,13.18,83,64,11.99
2022773,Khandyga,RU,62.65,135.58,-33.22,59,48,2.59
2155415,New Norfolk,AU,-42.78,147.06,59.0,87,0,9.17
3370903,Jamestown,SH,-15.94,-5.72,74.34,100,24,17.47
4020109,Atuona,PF,-9.8,-139.03,78.3,100,48,12.66
2037069,Hailun,CN,47.46,126.97,-15.89,46,0,3.71
2077963,Albany,AU,-35.02,117.88,63.13,99,92,13.44
5848280,Kapaa,US,22.08,-159.32,72.43,94,90,12.75
2022572,Khatanga,RU,71.98,102.47,-12.11,59,0,12.66
1630662,Praya,ID,-8.71,116.27,75.2,100,36,3.71
3843123,Neuquen,AR,-38.95,-68.06,73.4,22,0,12.75
5359864,Isla Vista,US,34.41,-119.86,55.42,41,1,6.93
1282256,Hithadhoo,MV,-0.6,73.08,82.89,100,8,11.77
3589865,San Lorenzo,GT,15.03,-91.73,91.4,41,40,11.41
3939761,Hualmay,PE,-11.1,-77.61,75.82,64,8,4.5
2156825,Morwell,AU,-38.24,146.4,66.1,76,92,2.26
5855927,Hilo,US,19.71,-155.08,62.8,88,90,8.05
3443061,Chuy,UY,-33.69,-53.46,72.99,76,24,15.46
964420,Port Elizabeth,ZA,-33.92,25.57,68.0,94,75,8.05
3373652,Oistins,BB,13.07,-59.53,82.4,65,75,24.16
3838859,Rio Gallegos,AR,-51.62,-69.22,65.47,56,0,7.96
3868633,Vallenar,CL,-28.58,-70.76,70.06,77,56,2.93
2023469,Markova,RU,52.21,104.21,-13.01,75,0,4.47
4034551,Faanui,PF,-16.48,-151.75,80.82,100,12,15.79
3388456,Sao Jose da Coroa Grande,BR,-8.9,-35.15,79.24,84,0,8.97
2013465,Verkhoyansk,RU,67.55,133.39,-42.17,0,8,2.59
3369157,Cape Town,ZA,-33.93,18.42,66.2,88,75,11.41
1254709,Tezu,IN,27.93,96.16,48.73,100,88,1.59
2173911,Broken Hill,AU,-31.97,141.45,80.32,45,44,14.45
2038087,ChengDe,CN,40.97,117.93,6.88,52,0,4.27
3839307,Rawson,AR,-43.3,-65.11,69.88,36,88,10.98
5850554,Makakilo City,US,21.35,-158.09,75.83,88,1,3.36
2289983,Dimbokro,CI,6.65,-4.7,77.85,85,24,9.64
2168943,Devonport,AU,-41.18,146.36,58.99,95,92,4.61
2070998,Geraldton,AU,-28.77,114.6,69.8,83,90,12.75
933726,Lehututu,BW,-23.92,21.83,62.86,89,100,13.33
3692020,Nauta,PE,-4.51,-73.58,89.86,55,8,2.15
3980627,Valle de Allende,MX,26.94,-105.39,71.86,13,44,6.4
3896218,Castro,CL,-42.48,-73.76,61.24,67,12,6.29
2027596,Anuchino,RU,43.97,133.06,11.25,73,64,5.39
1507390,Dikson,RU,73.51,80.55,-1.31,82,44,21.39
608872,Makat,KZ,47.65,53.35,24.34,93,92,3.15
6185377,Yellowknife,CA,62.45,-114.38,-9.41,76,90,12.75
3495137,Pedernales,DO,18.04,-71.74,86.0,55,20,20.8
1529484,Hami,CN,42.84,93.51,15.39,75,20,3.15
3662489,Santa Isabel do Rio Negro,BR,-0.41,-65.02,86.53,69,20,4.94
5563839,Fortuna,US,40.6,-124.16,38.35,93,40,15.01
3361934,Saldanha,ZA,-33.01,17.94,66.2,82,44,9.17
1059051,Miandrivazo,MG,-19.53,45.46,70.02,96,88,3.15
3416888,Grindavik,IS,63.84,-22.43,30.2,92,75,26.4
2128975,Nemuro,JP,43.32,145.57,33.07,96,0,20.27
2188874,Russell,NZ,-35.26,174.12,67.54,72,80,6.06
5880568,Bethel,US,60.79,-161.76,26.6,73,90,26.4
2112802,Hasaki,JP,35.73,140.83,34.65,100,75,11.41
2167426,Emerald,AU,-23.53,148.16,71.19,99,88,6.62
778707,Mehamn,NO,71.03,27.85,12.64,85,0,4.61
262629,Eresos,GR,39.17,25.93,51.8,81,40,3.36
3831208,Qaanaaq,GL,77.48,-69.36,-0.05,71,0,15.35
1056899,Sambava,MG,-14.27,50.17,78.84,100,76,5.28
4407665,Kodiak,US,39.95,-94.76,30.2,100,90,6.93
1689750,San Isidro,PH,11.41,124.35,79.51,98,0,17.58
2387495,Carnot,CF,4.94,15.87,76.32,80,48,5.28
3863379,Mar del Plata,AR,-46.43,-67.52,69.12,44,24,11.99
3466165,Cidreira,BR,-30.17,-50.22,73.48,79,92,11.43
557140,Ilinskiy,RU,55.62,38.12,5.04,84,48,2.24
3453014,Porangatu,BR,-13.44,-49.14,73.44,100,88,6.96
2264557,Ponta do Sol,PT,32.67,-17.1,59.0,72,75,4.7
6111862,Port Hardy,CA,50.7,-127.42,35.6,69,20,5.82
3374346,Ponta do Sol,CV,17.2,-25.09,67.32,100,0,11.65
578732,Batetskiy,RU,58.65,30.3,-3.11,64,20,4.61
3421765,Nanortalik,GL,60.14,-45.24,14.62,100,0,31.9
3359736,Vredendal,ZA,-31.68,18.49,59.53,94,48,3.6
104515,Mecca,SA,21.43,39.83,80.6,69,0,2.24
286621,Salalah,OM,17.01,54.1,75.2,64,40,4.7
1106677,Bambous Virieux,MU,-20.34,57.76,77.0,94,75,1.92
1640660,Gondanglegi,ID,-7.75,112.01,71.68,97,88,2.37
1214488,Meulaboh,ID,4.14,96.13,72.67,100,92,8.41
1848373,Fukue,JP,35.03,136.69,37.4,69,20,12.75
1785961,Heihe,CN,33.22,106.45,30.1,72,20,4.38
933995,Souillac,MU,-20.52,57.52,77.0,94,75,1.92
5129780,Olean,US,42.08,-78.43,32.61,100,90,6.93
4414001,Wentzville,US,38.81,-90.85,42.37,93,90,6.93
4267710,Sitka,US,37.17,-99.65,30.24,97,44,7.4
3421719,Narsaq,GL,60.91,-46.05,1.4,37,20,1.59
3359638,Walvis Bay,NA,-22.95,14.51,64.4,82,100,8.05
4035715,Avarua,CK,-21.21,-159.78,80.6,83,75,11.41
2343784,Ejigbo,NG,7.9,4.32,76.0,88,48,7.52
3577430,Road Town,VG,18.42,-64.62,81.41,54,40,12.75
2137690,We,NC,-20.92,167.26,80.59,89,36,5.61
4036284,Alofi,NU,-19.06,-169.92,77.0,94,44,2.24
5785243,Aberdeen,US,46.98,-123.82,35.49,69,1,5.82
